,검색일자,국가,대륙,모바일검색량,PC검색량,총검색량
587,2022-04,베트남,아시아,17322,86837,104159
588,2022-04,스위스,유럽,5341,30871,36212
589,2022-04,스페인,유럽,1890,13179,15069
590,2022-04,싱가포르,아시아,11017,66263,77280
591,2022-04,인도네시아,아시아,8078,49352,57430
592,2022-04,일본,아시아,68250,274684,342934
593,2022-04,태국,아시아,14905,72164,87069
594,2022-04,터키,유럽,7917,55905,63822
595,2022-05,대만,아시아,11778,58651,70429
596,2022-05,라오스,아시아,148,1927,2075
597,2022-05,몰타,유럽,76,3627,3703
598,2022-05,몽골,아시아,99,1707,1806
599,2022-05,미국,아메리카,11278,66139,77417
600,2022-05,미국,오세아니아,21493,87957,109450
601,2022-05,베트남,아시아,22446,127622,150068
602,2022-05,볼리비아,아프리카,103,6056,6159
603,2022-05,스위스,유럽,4825,24958,29783
604,2022-05,스페인,유럽,604,2591,3195
605,2022-05,싱가포르,아시아,14960,95421,110381
606,2022-05,아랍에미리트,아시아,194,4794,4988
607,2022-05,이탈리아,유럽,360,3267,3627
608,2022-05,인도네시아,아시아,8579,52387,60966
609,2022-05,일본,아시아,135244,598561,733805
610,2022-05,중국,아시아,125,570,695
611,2022-05,태국,아시아,18702,95012,113714
612,2022-05,터키,유럽,10061,77041,87102
613,2022-05,필리핀,아시아,866,4870,5736
614,2022-06,대만,아시아,14976,67960,82936
615,2022-06,몽골,아시아,659,3175,3834
616,2022-06,미국,아메리카,10146,62330,72476
617,2022-06,미국,오세아니아,25904,112103,138007
618,2022-06,베트남,아시아,29987,166448,196435
619,2022-06,스위스,유럽,802,6722,7524
620,2022-06,싱가포르,아시아,19211,116232,135443
621,2022-06,인도네시아,아시아,8188,49062,57250
622,2022-06,일본,아시아,135516,582503,718019
623,2022-06,중국,아시아,379,1325,1704
624,2022-06,태국,아시아,30234,140214,170448
625,2022-06,터키,유럽,9942,71491,81433
626,2022-06,필리핀,아시아,950,5187,6137
627,2022-07,대만,아시아,11639,53562,65201
628,2022-07,몽골,아시아,7180,38832,46012
629,2022-07,미국,오세아니아,22766,99424,122190
630,2022-07,베트남,아시아,37356,188083,225439
631,2022-07,싱가포르,아시아,19032,113950,132982
632,2022-07,인도네시아,아시아,5445,38062,43507
633,2022-07,일본,아시아,85821,392465,478286
634,2022-07,태국,아시아,37911,190860,228771
635,2022-07,터키,유럽,6286,41921,48207
636,2022-08,대만,아시아,7515,33640,41155
637,2022-08,몽골,아시아,4954,26498,31452
638,2022-08,미국,아메리카,773,5919,6692
639,2022-08,미국,오세아니아,20635,85908,106543
640,2022-08,베트남,아시아,30571,162873,193444
641,2022-08,스위스,유럽,9075,91937,101012
642,2022-08,스페인,유럽,153,2276,2429
643,2022-08,싱가포르,아시아,16899,105273,122172
644,2022-08,인도,아시아,1228,4520,5748
645,2022-08,인도네시아,아시아,8536,52787,61323
646,2022-08,일본,아시아,83305,386338,469643
647,2022-08,태국,아시아,39061,200873,239934
648,2022-08,터키,유럽,1293,11663,12956
649,2022-08,필리핀,아시아,91,2207,2298
650,2022-09,대만,아시아,21582,87471,109053
651,2022-09,몽골,아시아,584,6530,7114
652,2022-09,미국,아메리카,663,6785,7448
653,2022-09,미국,오세아니아,19392,82943,102335
654,2022-09,베트남,아시아,17780,101044,118824
655,2022-09,스위스,유럽,3146,26666,29812
656,2022-09,싱가포르,아시아,16560,105139,121699
657,2022-09,이탈리아,유럽,253,2238,2491
658,2022-09,인도네시아,아시아,1123,14166,15289
659,2022-09,일본,아시아,222835,901588,1124423
660,2022-09,태국,아시아,32043,154785,186828
661,2022-09,터키,유럽,2650,21466,24116
662,2022-10,대만,아시아,26001,123170,149171
663,2022-10,미국,오세아니아,17352,88571,105923
664,2022-10,베트남,아시아,17179,121777,138956
665,2022-10,싱가포르,아시아,15773,114622,130395
666,2022-10,인도네시아,아시아,129,1716,1845
667,2022-10,일본,아시아,197354,865900,1063254
668,2022-10,캄보디아,아시아,67,2456,2523
669,2022-10,태국,아시아,24885,146856,171741
670,2022-10,터키,유럽,153,2357,2510
671,2022-10,필리핀,아시아,3203,16571,19774
672,2022-11,대만,아시아,27952,130370,158322
673,2022-11,라오스,아시아,147,3369,3516
674,2022-11,모로코,아프리카,86,3125,3211
675,2022-11,미국,오세아니아,7646,29070,36716
676,2022-11,베트남,아시아,18107,114386,132493
677,2022-11,싱가포르,아시아,16687,111969,128656
678,2022-11,일본,아시아,224970,949885,1174855
679,2022-11,중국,아시아,394,3337,3731
680,2022-11,태국,아시아,19074,112149,131223
681,2022-11,터키,유럽,710,7613,8323
682,2022-11,필리핀,아시아,6148,31125,37273
683,2022-12,대만,아시아,32771,162432,195203
684,2022-12,모로코,아프리카,302,4384,4686
685,2022-12,미국,오세아니아,628,2459,3087
686,2022-12,베트남,아시아,26313,215590,241903
687,2022-12,스위스,유럽,226,4395,4621
688,2022-12,싱가포르,아시아,18695,129285,147980
689,2022-12,인도네시아,아시아,1356,18899,20255
690,2022-12,일본,아시아,240362,1126845,1367207
691,2022-12,카타르,아시아,89,2662,2751
692,2022-12,태국,아시아,19546,128377,147923
693,2022-12,필리핀,아시아,9611,46162,55773
694,2023-01,대만,아시아,38106,219072,257178
695,2023-01,말레이시아,아시아,134,4189,4323
696,2023-01,미국,오세아니아,4612,24269,28881
697,2023-01,베트남,아시아,32337,241300,273637
698,2023-01,싱가포르,아시아,25702,206081,231783
699,2023-01,아랍에미리트,아시아,566,25971,26537
700,2023-01,인도네시아,아시아,4181,39847,44028
701,2023-01,일본,아시아,220407,1107776,1328183
702,2023-01,중국,아시아,563,3108,3671
703,2023-01,태국,아시아,31399,202354,233753
704,2023-01,터키,유럽,110,3287,3397
705,2023-01,필리핀,아시아,11155,51608,62763
706,2023-02,대만,아시아,37784,195286,233070
707,2023-02,몰타,유럽,79,4803,4882
708,2023-02,미국,오세아니아,3392,13610,17002
709,2023-02,베트남,아시아,22549,148407,170956
710,2023-02,싱가포르,아시아,22690,150521,173211
711,2023-02,인도네시아,아시아,11704,91133,102837
712,2023-02,일본,아시아,157729,711403,869132
713,2023-02,중국,아시아,6813,37791,44604
714,2023-02,태국,아시아,18000,116290,134290
715,2023-02,터키,유럽,2768,19477,22245
716,2023-02,필리핀,아시아,8952,51466,60418
717,2023-03,그리스,유럽,0,15,15
718,2023-03,대만,아시아,37742,178894,216636
719,2023-03,라오스,아시아,961,27556,28517
720,2023-03,미국,오세아니아,3064,12059,15123
721,2023-03,베트남,아시아,22441,156585,179026
722,2023-03,스페인,유럽,6622,62100,68722
723,2023-03,싱가포르,아시아,19188,129237,148425
724,2023-03,요르단,아시아,0,27,27
725,2023-03,인도네시아,아시아,3725,38939,42664
726,2023-03,일본,아시아,138519,572674,711193
727,2023-03,중국,아시아,4377,21306,25683
728,2023-03,태국,아시아,16214,100457,116671
729,2023-03,필리핀,아시아,18135,85790,103925
730,2023-04,대만,아시아,35545,183452,218997
731,2023-04,라오스,아시아,148,4767,4915
732,2023-04,미국,아메리카,340,7327,7667
733,2023-04,미국,오세아니아,10131,38059,48190
734,2023-04,베트남,아시아,23611,153616,177227
735,2023-04,스페인,유럽,467,3440,3907
736,2023-04,싱가포르,아시아,18517,127571,146088
737,2023-04,인도네시아,아시아,606,7136,7742
738,2023-04,일본,아시아,149430,662575,812005
739,2023-04,중국,아시아,1765,15914,17679
740,2023-04,태국,아시아,20401,114994,135395
741,2023-04,필리핀,아시아,17032,86010,103042
742,2023-05,대만,아시아,34682,168914,203596
743,2023-05,몽골,아시아,13447,127530,140977
744,2023-05,미국,아메리카,154,3540,3694
745,2023-05,미국,오세아니아,6035,20668,26703
746,2023-05,베트남,아시아,21657,142188,163845
747,2023-05,싱가포르,아시아,20573,134903,155476
748,2023-05,아랍에미리트,아시아,125,5482,5607
749,2023-05,인도네시아,아시아,760,2909,3669
750,2023-05,일본,아시아,151002,669494,820496
751,2023-05,중국,아시아,9831,56334,66165
752,2023-05,태국,아시아,14906,88483,103389
753,2023-05,필리핀,아시아,20867,103369,124236
754,2023-06,대만,아시아,35982,155477,191459
755,2023-06,몽골,아시아,3286,19043,22329
756,2023-06,베트남,아시아,26561,147859,174420
757,2023-06,싱가포르,아시아,23444,128883,152327
758,2023-06,인도네시아,아시아,14066,78913,92979
759,2023-06,일본,아시아,181119,699006,880125
760,2023-06,조지아,유럽,90,5820,5910
761,2023-06,중국,아시아,4544,18566,23110
762,2023-06,캄보디아,아시아,441,5713,6154
763,2023-06,태국,아시아,14674,76209,90883
764,2023-06,필리핀,아시아,24682,104315,128997
765,2023-07,대만,아시아,38507,167271,205778
766,2023-07,말레이시아,아시아,177,3781,3958
767,2023-07,몽골,아시아,2444,12078,14522
768,2023-07,베트남,아시아,25792,145473,171265
769,2023-07,싱가포르,아시아,21605,122736,144341
770,2023-07,인도네시아,아시아,12483,72164,84647
771,2023-07,일본,아시아,184563,683017,867580
772,2023-07,중국,아시아,406,3789,4195
773,2023-07,태국,아시아,26752,135938,162690
774,2023-07,필리핀,아시아,21190,90245,111435
775,2023-08,대만,아시아,40870,172515,213385
776,2023-08,몰타,유럽,78,3794,3872
777,2023-08,몽골,아시아,8988,57491,66479
778,2023-08,베트남,아시아,24012,131458,155470
779,2023-08,싱가포르,아시아,20500,117497,137997
780,2023-08,인도네시아,아시아,4853,39545,44398
781,2023-08,일본,아시아,165885,602302,768187
782,2023-08,중국,아시아,6970,25475,32445
783,2023-08,태국,아시아,19450,96925,116375
784,2023-08,필리핀,아시아,19462,81579,101041
785,2023-09,대만,아시아,35810,159353,195163
786,2023-09,몽골,아시아,1958,12927,14885
787,2023-09,베트남,아시아,17830,109025,126855
788,2023-09,싱가포르,아시아,14086,92688,106774
789,2023-09,일본,아시아,126846,498311,625157
790,2023-09,조지아,유럽,55,3451,3506
791,2023-09,중국,아시아,19070,88601,107671
792,2023-09,태국,아시아,12981,78925,91906
793,2023-09,필리핀,아시아,7469,31376,38845
794,2023-10,대만,아시아,41024,183851,224875
795,2023-10,라오스,아시아,170,4647,4817
796,2023-10,베트남,아시아,22133,129137,151270
797,2023-10,싱가포르,아시아,15256,104011,119267
798,2023-10,이스라엘,아시아,731,6804,7535
799,2023-10,일본,아시아,158774,636680,795454
800,2023-10,중국,아시아,18706,90646,109352
801,2023-10,태국,아시아,12753,68474,81227
802,2023-10,필리핀,아시아,1446,4694,6140
803,2023-11,대만,아시아,43567,183248,226815
804,2023-11,라오스,아시아,266,7370,7636
805,2023-11,베트남,아시아,23447,131116,154563
806,2023-11,싱가포르,아시아,15298,100450,115748
807,2023-11,이집트,아프리카,2351,52039,54390
808,2023-11,일본,아시아,203829,778435,982264
809,2023-11,중국,아시아,24052,97663,121715
810,2023-11,태국,아시아,8531,42424,50955
811,2023-11,필리핀,아시아,3981,14336,18317
812,2023-12,대만,아시아,46055,264276,310331
813,2023-12,베트남,아시아,22737,150519,173256
814,2023-12,싱가포르,아시아,15017,109564,124581
815,2023-12,인도네시아,아시아,420,6848,7268
816,2023-12,일본,아시아,167053,752549,919602
817,2023-12,중국,아시아,25034,123296,148330
818,2023-12,태국,아시아,14467,95940,110407
819,2023-12,필리핀,아시아,9234,44900,54134
820,2024-01,대만,아시아,315288,305430,620718
821,2024-01,라오스,아시아,22886,22930,45816
822,2024-01,말레이시아,아시아,4903,4916,9819
823,2024-01,미국,오세아니아,8065,10277,18342
824,2024-01,베트남,아시아,192678,188581,381259
825,2024-01,싱가포르,아시아,159975,154855,314830
826,2024-01,요르단,아시아,3423,3406,6829
827,2024-01,일본,아시아,890450,866022,1756472
828,2024-01,조지아,유럽,4268,518,4786
829,2024-01,중국,아시아,187749,181810,369559
830,2024-01,태국,아시아,127073,125827,252900
831,2024-01,필리핀,아시아,88381,85453,173834
832,2024-02,대만,아시아,228586,206649,435235
833,2024-02,몽골,아시아,10748,6176,16924
834,2024-02,베트남,아시아,151923,135576,287499
835,2024-02,싱가포르,아시아,130430,114853,245283
836,2024-02,인도네시아,아시아,15739,11683,27422
837,2024-02,일본,아시아,711298,644820,1356118
838,2024-02,중국,아시아,122296,110837,233133
839,2024-02,쿠바,아메리카,3872,3829,7701
840,2024-02,태국,아시아,114475,100203,214678
841,2024-02,필리핀,아시아,74967,72430,147397
842,2024-03,대만,아시아,342884,76497,419381
843,2024-03,베트남,아시아,254149,40868,295017
844,2024-03,싱가포르,아시아,346766,41809,388575
845,2024-03,인도네시아,아시아,53402,4564,57966
846,2024-03,일본,아시아,1030047,257672,1287719
847,2024-03,중국,아시아,184311,43205,227516
848,2024-03,태국,아시아,186796,32886,219682
849,2024-03,필리핀,아시아,131852,33418,165270
850,2024-04,대만,아시아,295745,70414,366159
851,2024-04,말레이시아,아시아,2945,526,3471
852,2024-04,몽골,아시아,96934,22695,119629
853,2024-04,베트남,아시아,217032,40334,257366
854,2024-04,싱가포르,아시아,196494,35723,232217
855,2024-04,인도네시아,아시아,45349,9552,54901
856,2024-04,일본,아시아,930138,247088,1177226
857,2024-04,중국,아시아,158600,41430,200030
858,2024-04,태국,아시아,138654,29002,167656
859,2024-04,포르투갈,유럽,18967,591,19558
860,2024-04,필리핀,아시아,19417,5972,25389
861,2024-05,대만,아시아,258990,60977,319967
862,2024-05,몽골,아시아,183736,43035,226771
863,2024-05,베트남,아시아,236629,40142,276771
864,2024-05,싱가포르,아시아,232812,38427,271239
865,2024-05,인도네시아,아시아,134391,28839,163230
866,2024-05,일본,아시아,1191972,284869,1476841
867,2024-05,중국,아시아,62752,14423,77175
868,2024-05,태국,아시아,52509,8964,61473
869,2024-05,포르투갈,유럽,9111,443,9554
870,2024-05,필리핀,아시아,66669,19341,86010
871,2024-06,대만,아시아,239928,55012,294940
872,2024-06,몽골,아시아,221157,45953,267110
873,2024-06,베트남,아시아,228248,38559,266807
874,2024-06,싱가포르,아시아,236886,38170,275056
875,2024-06,인도네시아,아시아,144635,31491,176126
876,2024-06,일본,아시아,1110401,253775,1364176
877,2024-06,중국,아시아,70069,9683,79752
878,2024-06,태국,아시아,33263,4875,38138
879,2024-06,필리핀,아시아,73400,19650,93050
880,2024-07,대만,아시아,280505,71484,351989
881,2024-07,라오스,아시아,7876,862,8738
882,2024-07,몽골,아시아,221236,51645,272881
883,2024-07,베트남,아시아,274554,50101,324655
884,2024-07,싱가포르,아시아,235516,41258,276774
885,2024-07,인도네시아,아시아,165183,34538,199721
886,2024-07,일본,아시아,1256664,323289,1579953
887,2024-07,조지아,유럽,9061,229,9290
888,2024-07,중국,아시아,141443,40815,182258
889,2024-07,태국,아시아,21585,3256,24841
890,2024-07,필리핀,아시아,12720,3698,16418
891,2024-08,대만,아시아,327108,79787,406895
892,2024-08,몽골,아시아,204323,43794,248117
893,2024-08,베트남,아시아,258277,44989,303266
894,2024-08,싱가포르,아시아,229446,38951,268397
895,2024-08,인도네시아,아시아,88191,13892,102083
896,2024-08,일본,아시아,1120973,246339,1367312
897,2024-08,중국,아시아,189912,46280,236192
898,2024-08,태국,아시아,114267,21086,135353
899,2024-08,필리핀,아시아,15651,2928,18579
900,2024-09,대만,아시아,324908,76589,401497
901,2024-09,몽골,아시아,77654,13704,91358
902,2024-09,베트남,아시아,239487,38380,277867
903,2024-09,싱가포르,아시아,181063,29040,210103
904,2024-09,인도네시아,아시아,64640,12516,77156
905,2024-09,일본,아시아,924634,228772,1153406
906,2024-09,중국,아시아,213295,47333,260628
907,2024-09,태국,아시아,172404,28210,200614
908,2024-10,대만,아시아,396063,90224,486287
909,2024-10,베트남,아시아,221585,40700,262285
910,2024-10,싱가포르,아시아,179141,31118,210259
911,2024-10,이탈리아,유럽,17146,2405,19551
912,2024-10,인도네시아,아시아,108784,23942,132726
913,2024-10,일본,아시아,1228250,313624,1541874
914,2024-10,중국,아시아,242291,56819,299110
915,2024-10,태국,아시아,26386,5124,31510
916,2024-11,대만,아시아,248586,51267,299853
917,2024-11,베트남,아시아,152211,25584,177795
918,2024-11,싱가포르,아시아,103708,17554,121262
919,2024-11,이탈리아,유럽,4909,799,5708
920,2024-11,인도네시아,아시아,29400,7622,37022
921,2024-11,일본,아시아,775517,192186,967703
922,2024-11,중국,아시아,175854,39599,215453
923,2024-11,태국,아시아,20580,3507,24087
924,2024-12,대만,아시아,275889,54451,330340
925,2024-12,말레이시아,아시아,3465,143,3608
926,2024-12,미국,오세아니아,931,367,1298
927,2024-12,베트남,아시아,206537,33399,239936
928,2024-12,싱가포르,아시아,121822,19464,141286
929,2024-12,인도네시아,아시아,9982,1653,11635
930,2024-12,일본,아시아,884630,206161,1090791
931,2024-12,중국,아시아,186568,37543,224111
932,2024-12,태국,아시아,128469,20027,148496
933,2024-12,프랑스,유럽,7,50,57
934,2024-12,필리핀,아시아,1317,394,1711
935,2025-01,네팔,아시아,0,0,0
936,2025-01,대만,아시아,171280,32033,203313
937,2025-01,미국,아메리카,0,0,0
938,2025-01,미국,오세아니아,0,0,0
939,2025-01,베트남,아시아,120676,17829,138505
940,2025-01,싱가포르,아시아,97187,14913,112100
941,2025-01,인도,아시아,0,0,0
942,2025-01,인도네시아,아시아,61428,10697,72125
943,2025-01,일본,아시아,542474,117978,660452
944,2025-01,중국,아시아,139077,25830,164907
945,2025-01,태국,아시아,56802,9104,65906
946,2025-01,프랑스,유럽,0,0,0
947,2025-02,대만,아시아,66605,14263,80868
948,2025-02,베트남,아시아,42147,6941,49088
949,2025-02,싱가포르,아시아,37152,6306,43458
950,2025-02,이집트,아프리카,2900,124,3024
951,2025-02,인도네시아,아시아,26117,5562,31679
952,2025-02,일본,아시아,182382,42400,224782
953,2025-02,중국,아시아,42442,10367,52809
954,2025-02,태국,아시아,20660,3862,24522
955,2025-02,호주,오세아니아,2528,182,2710
