ds,yhat
2022-01-05,24283.632110065537
2022-01-06,22914.190304499327
2022-01-07,20999.65196831004
2022-01-08,21598.557365908597
2022-01-09,29176.784615709286
2022-01-10,29986.315989616658
2022-01-11,27519.491204220136
2022-01-12,26201.335568657374
2022-01-13,24267.463582598055
2022-01-14,21789.127501569918
2022-01-15,21835.150033565707
2022-01-16,28881.513249432886
2022-01-17,29189.874678427997
2022-01-18,26261.58033043859
2022-01-19,24529.769159310363
2022-01-20,22237.075760684453
2022-01-21,19460.506392506624
2022-01-22,19273.232264495346
2022-01-23,26154.076034455185
2022-01-24,26365.965300871452
2022-01-25,23409.92453235902
2022-01-26,21717.200480977983
2022-01-27,19527.027222320175
2022-01-28,16911.604098551506
2022-01-29,16938.02758766085
2022-01-30,24077.949089525704
2022-01-31,24586.227560324973
2022-02-01,21955.14280740577
2022-02-02,20606.758256921814
2022-02-03,18770.932673778196
2022-02-04,16510.547211975336
2022-02-05,16883.681882890618
2022-02-06,24353.506658376635
2022-02-07,25167.149721402027
2022-02-08,22810.102796540934
2022-02-09,21698.74719744153
2022-02-10,20058.495747159177
2022-02-11,17949.11359705896
2022-02-12,18426.94974398347
2022-02-13,25954.843298475516
2022-02-14,26780.967006534316
2022-02-15,24393.169093053293
2022-02-16,23211.3993082119
2022-02-17,21465.717613800283
2022-02-18,19221.45275143713
2022-02-19,19541.247516479438
2022-02-20,26894.76047112921
2022-02-21,27537.292766559836
2022-02-22,24963.90761357274
2022-02-23,23601.63486685057
2022-02-24,21687.265662974693
2022-02-25,19292.3105856949
2022-02-26,19484.863961475996
2022-02-27,26739.149177942792
2022-02-28,27314.018086089964
2022-03-01,24706.975524071164
2022-03-02,23346.323935430246
2022-03-03,21468.934470279208
2022-03-04,19145.21839683978
2022-03-05,19441.04068101637
2022-03-06,26827.348810625565
2022-03-07,27558.78710019994
2022-03-08,25127.863768714134
2022-03-09,23957.261215415616
2022-03-10,22277.79067230726
2022-03-11,20153.559347847488
2022-03-12,20644.08587748051
2022-03-13,28214.1310014019
2022-03-14,29112.507398073394
2022-03-15,26826.430359937534
2022-03-16,25773.993895676067
2022-03-17,24182.268638639867
2022-03-18,22112.585398074614
2022-03-19,22622.736758272375
2022-03-20,30176.86113873044
2022-03-21,31024.271932479518
2022-03-22,28653.792665619632
2022-03-23,27486.183708482567
2022-03-24,25752.158416913102
2022-03-25,23517.55520573377
2022-03-26,23845.40148454478
2022-03-27,31205.63817637809
2022-03-28,31853.772390861828
2022-03-29,29285.024646579597
2022-03-30,27926.561951296724
2022-03-31,26015.32055008446
2022-04-01,23622.9907453631
2022-04-02,23817.90541304823
2022-04-03,31074.606248775588
2022-04-04,31652.360088153742
2022-04-05,29049.195783031333
2022-04-06,27694.056222166626
2022-04-07,25824.571681164933
2022-04-08,23512.028304086678
2022-04-09,23823.273724494185
2022-04-10,31230.333217341267
2022-04-11,31989.00708025859
2022-04-12,29593.017128805783
2022-04-13,28466.293427891924
2022-04-14,26840.903214195296
2022-04-15,24782.190951358207
2022-04-16,25350.866182285805
2022-04-17,33012.80690953496
2022-04-18,34017.843397892
2022-04-19,31854.084513942515
2022-04-20,30940.37216661093
2022-04-21,29504.36062766258
2022-04-22,27607.78503893056
2022-04-23,28308.65181933684
2022-04-24,36071.11555596743
2022-04-25,37144.30502873912
2022-04-26,35016.65921007725
2022-04-27,34108.3585410922
2022-04-28,32649.349020969697
2022-04-29,30704.52517112192
2022-04-30,31335.807287279098
2022-05-01,39011.88112621806
2022-05-02,39986.86699408412
2022-05-03,37754.48401759451
2022-05-04,36740.300311798506
2022-05-05,35179.57229907733
2022-05-06,33142.245090124365
2022-05-07,33694.85513959562
2022-05-08,41310.10889519364
2022-05-09,42245.40957777726
2022-05-10,39996.902484611375
2022-05-11,38991.63343331301
2022-05-12,37465.32667800409
2022-05-13,35487.356357803365
2022-05-14,36122.65384315945
2022-05-15,43841.324814159445
2022-05-16,44897.24727808706
2022-05-17,42782.2189401957
2022-05-18,41918.24574607552
2022-05-19,40535.473874373565
2022-05-20,38697.334905654156
2022-05-21,39462.64119106877
2022-05-22,47295.399578192824
2022-05-23,48443.60868753204
2022-05-24,46393.60203314944
2022-05-25,45562.52259294412
2022-05-26,44176.42550317463
2022-05-27,42295.57292658039
2022-05-28,42976.653396980604
2022-05-29,50682.68966643236
2022-05-30,51661.89700941749
2022-05-31,49402.05200813648
2022-06-01,48322.95620299906
2022-06-02,46654.49115062299
2022-06-03,44461.82991046684
2022-06-04,44807.539316110975
2022-06-05,52161.340139029504
2022-06-06,52778.791124739815
2022-06-07,50155.46178180669
2022-06-08,48719.18385576689
2022-06-09,46707.88411019756
2022-06-10,44194.56987068264
2022-06-11,44249.20828807778
2022-06-12,51348.2730012957
2022-06-13,51753.230527735024
2022-06-14,48964.53719733783
2022-06-15,47413.74190595892
2022-06-16,45341.20190118739
2022-06-17,42820.986752152436
2022-06-18,42922.71414787453
2022-06-19,50121.092796740646
2022-06-20,50674.44519974945
2022-06-21,48078.78038794463
2022-06-22,46760.01002050027
2022-06-23,44951.81206852679
2022-06-24,42720.71322355972
2022-06-25,43128.12874658653
2022-06-26,50640.12932682372
2022-06-27,51506.20140517608
2022-06-28,49213.56430422616
2022-06-29,48179.630573985465
2022-06-30,46630.10675808965
2022-07-01,44624.298868288985
2022-07-02,45217.3548038071
2022-07-03,52870.2073663203
2022-07-04,53828.479145051126
2022-07-05,51576.90832406277
2022-07-06,50531.87855216931
2022-07-07,48919.54793167861
2022-07-08,46801.140453048785
2022-07-09,47235.132372462984
2022-07-10,54687.09866183505
2022-07-11,55408.48346532998
2022-07-12,52890.857381793416
2022-07-13,51558.24948387033
2022-07-14,49645.05476792943
2022-07-15,47221.08670771464
2022-07-16,47353.514279003924
2022-07-17,54516.45578363993
2022-07-18,54969.50072410535
2022-07-19,52211.72977350242
2022-07-20,50673.82767219509
2022-07-21,48595.79616174981
2022-07-22,46051.842324042926
2022-07-23,46112.18668276584
2022-07-24,53252.56698704053
2022-07-25,53732.71191903451
2022-07-26,51050.35616496995
2022-07-27,49633.39197800427
2022-07-28,47717.66334899884
2022-07-29,45371.97594392006
2022-07-30,45660.06361909744
2022-07-31,53050.28319456538
2022-08-01,53794.30600895955
2022-08-02,51381.37156548423
2022-08-03,50230.69148794535
2022-08-04,48569.5025941536
2022-08-05,46458.33472145495
2022-08-06,46953.226594320935
2022-08-07,54515.65411358493
2022-08-08,55391.43272270244
2022-08-09,53065.15292534535
2022-08-10,51952.73175442315
2022-08-11,50279.57455483016
2022-08-12,48105.909376912874
2022-08-13,48489.02513897923
2022-08-14,55893.17707870067
2022-08-15,56568.421589265614
2022-08-16,54004.94124698269
2022-08-17,52625.4458080982
2022-08-18,50663.14767803196
2022-08-19,48186.87933856143
2022-08-20,48263.08998030539
2022-08-21,55365.49167747519
2022-08-22,55753.62455234228
2022-08-23,52926.90941117685
2022-08-24,51316.78140933824
2022-08-25,49164.41091001399
2022-08-26,46545.586344260184
2022-08-27,46532.50309310186
2022-08-28,53603.23475659296
2022-08-29,54020.16136683571
2022-08-30,51283.92706881988
2022-08-31,49825.52368448072
2022-09-01,47884.007913466834
2022-09-02,45531.42725144987
2022-09-03,45834.69759376453
2022-09-04,53265.20653898885
2022-09-05,54077.41336605885
2022-09-06,51763.01349487341
2022-09-07,50743.25813185884
2022-09-08,49246.93030473152
2022-09-09,47335.545166226846
2022-09-10,48065.509887570755
2022-09-11,55898.00927981368
2022-09-12,57077.8802352614
2022-09-13,55088.03513580877
2022-09-14,54342.01770292471
2022-09-15,53062.18590834366
2022-09-16,51305.08406768065
2022-09-17,52123.734671388665
2022-09-18,59977.61244981578
2022-09-19,61111.5613510775
2022-09-20,59010.21345844064
2022-09-21,58090.493527974344
2022-09-22,56579.70528555636
2022-09-23,54540.764398584906
2022-09-24,55034.312657493894
2022-09-25,62528.48091884735
2022-09-26,63271.26422030842
2022-09-27,60763.59108637744
2022-09-28,59432.64549680778
2022-09-29,57515.97781892358
2022-09-30,55086.46115250307
2022-10-01,55214.13857434872
2022-10-02,62375.736229904076
2022-10-03,62833.11581384201
2022-10-04,60087.23837710922
2022-10-05,58570.23573264609
2022-10-06,56523.097516209105
2022-10-07,54020.54972460752
2022-10-08,54132.8688582532
2022-10-09,61335.40723022242
2022-10-10,61887.10231092723
2022-10-11,59284.54011156706
2022-10-12,57954.165744739395
2022-10-13,56130.1449819858
2022-10-14,53879.44741770719
2022-10-15,54263.88933345761
2022-10-16,61749.905149338156
2022-10-17,62587.31320868777
2022-10-18,60263.63853755485
2022-10-19,59196.578329206146
2022-10-20,57612.10677203165
2022-10-21,55569.783022446805
2022-10-22,56124.994195678344
2022-10-23,63738.89680282182
2022-10-24,64657.31783734627
2022-10-25,62365.17464949141
2022-10-26,61278.99699021565
2022-10-27,59625.0466689116
2022-10-28,57464.598671980835
2022-10-29,57856.11687025661
2022-10-30,65265.09016101363
2022-10-31,65942.79374976926
2022-11-01,63380.53918389557
2022-11-02,62002.00182741624
2022-11-03,60041.127200367664
2022-11-04,57567.1864983807
2022-11-05,57646.721185223876
2022-11-06,64753.14936185408
2022-11-07,65145.305365051
2022-11-08,62321.48264641356
2022-11-09,60711.574562127586
2022-11-10,58554.81976721062
2022-11-11,55924.72697817911
2022-11-12,55890.922496020314
2022-11-13,62928.695646339904
2022-11-14,63297.51493052571
2022-11-15,60495.08513649131
2022-11-16,58949.539094132226
2022-11-17,56897.26871966567
2022-11-18,54407.96702705938
2022-11-19,54546.62047666147
2022-11-20,61783.22198879992
2022-11-21,62371.47192998318
2022-11-22,59803.03134888063
2022-11-23,58499.91487398224
2022-11-24,56692.52153578786
2022-11-25,54444.86889710842
2022-11-26,54816.76384608184
2022-11-27,62273.67482594108
2022-11-28,63065.567886028206
2022-11-29,60681.26668673132
2022-11-30,59347.26513801836
2022-12-01,57486.76615506689
2022-12-02,55163.95582165323
2022-12-03,55439.80116563327
2022-12-04,62781.8598905974
2022-12-05,63443.02203941914
2022-12-06,60915.746823734444
2022-12-07,59624.38280058084
2022-12-08,57803.072210698985
2022-12-09,55520.80911877415
2022-12-10,55843.39053633309
2022-12-11,63243.032518414846
2022-12-12,63976.92200200403
2022-12-13,61541.27381110789
2022-12-14,60363.486915144524
2022-12-15,58679.906194503244
2022-12-16,56560.76415756259
2022-12-17,57072.045810345575
2022-12-18,64685.05177990081
2022-12-19,65654.9325615496
2022-12-20,63474.76433940492
2022-12-21,62567.76037868705
2022-12-22,61165.12303956372
2022-12-23,59331.10856738152
2022-12-24,60125.04454986232
2022-12-25,68011.07090402578
2022-12-26,69236.87222011403
2022-12-27,67287.96621077419
2022-12-28,66580.13607185998
2022-12-29,65337.50530392366
2022-12-30,63617.820531523714
2022-12-31,64474.67567295026
2023-01-01,72367.44205927639
2023-01-02,73540.16652699339
2023-01-03,71475.99706528678
2023-01-04,70589.71944818512
2023-01-05,69105.89994872897
2023-01-06,67084.19725134193
2023-01-07,67581.57560140043
2023-01-08,75062.18362764889
2023-01-09,75776.16186115687
2023-01-10,73213.94066830522
2023-01-11,71798.61524595424
2023-01-12,69763.89698585453
2023-01-13,67179.2094091117
2023-01-14,67111.66652398164
2023-01-15,74035.70442314867
2023-01-16,74211.63590695338
2023-01-17,71139.69680252369
2023-01-18,69252.1775693514
2023-01-19,66791.14623109673
2023-01-20,63833.33716403915
2023-01-21,63451.94933956609
2023-01-22,70126.12983007726
2023-01-23,70119.41646359849
2023-01-24,66933.71138302088
2023-01-25,65001.38108542138
2023-01-26,62562.989807905855
2023-01-27,59692.24043550087
2023-01-28,59457.86500284174
2023-01-29,66333.23794748739
2023-01-30,66574.98229867233
2023-01-31,63677.135915672254
2023-02-01,62063.46790041165
2023-02-02,59965.44595151389
2023-02-03,57447.42226158795
2023-02-04,57568.772796911326
2023-02-05,64793.75804537317
2023-02-06,65370.36483781264
2023-02-07,62784.69357774927
2023-02-08,61453.473100000876
2023-02-09,59602.19893458492
2023-02-10,57290.45802808776
2023-02-11,57574.1715319533
2023-02-12,64915.51930910326
2023-02-13,65561.80806148524
2023-02-14,62999.84336745935
2023-02-15,61648.39057505571
2023-02-16,59736.22192453665
2023-02-17,57327.31598339026
2023-02-18,57482.94499611405
2023-02-19,64671.41863609074
2023-02-20,65146.75159376326
2023-02-21,62402.82135248809
2023-02-22,60865.607511072485
2023-02-23,58771.01660053677
2023-02-24,56189.8650192145
2023-02-25,56189.7620059047
2023-02-26,63244.66704660169
2023-02-27,63613.394478054026
2023-02-28,60793.63623534867
2023-03-01,59214.09783409845
2023-03-02,57112.25429796877
2023-03-03,54559.30037328379
2023-03-04,54622.03758000361
2023-03-05,61772.47202211277
2023-03-06,62266.39416839662
2023-03-07,59597.50897033547
2023-03-08,58189.707882652
2023-03-09,56274.98513764831
2023-03-10,53918.56755660657
2023-03-11,54180.99484419719
2023-03-12,61527.918312930466
2023-03-13,62208.88307888666
2023-03-14,59711.655920580655
2023-03-15,58454.684368715134
2023-03-16,56665.183739362794
2023-03-17,54404.416280089245
2023-03-18,54729.89493828843
2023-03-19,62105.27606896699
2023-03-20,62779.20340637113
2023-03-21,60239.66376447993
2023-03-22,58906.43934568723
2023-03-23,57009.15373565846
2023-03-24,54612.47715846992
2023-03-25,54778.22589742081
2023-03-26,61975.12351051435
2023-03-27,62457.49028836336
2023-03-28,59719.42622614608
2023-03-29,58187.07773108907
2023-03-30,56096.4908566763
2023-03-31,53518.62254762291
2023-04-01,53521.25072741956
2023-04-02,60578.55661977639
2023-04-03,60949.651176316314
2023-04-04,58132.6158032945
2023-04-05,56556.6518805476
2023-04-06,54459.84535510316
2023-04-07,51914.12050237959
2023-04-08,51987.125334399025
2023-04-09,59151.822685609055
2023-04-10,59665.058463670146
2023-04-11,57021.67585012491
2023-04-12,55646.7675973003
2023-04-13,53773.5694265143
2023-04-14,51468.564579921374
2023-04-15,51793.53728670793
2023-04-16,59215.343937029626
2023-04-17,59984.6678516717
2023-04-18,57590.32065682803
2023-04-19,56451.67659607998
2023-04-20,54796.73717661703
2023-04-21,52687.39090499308
2023-04-22,53181.60109137213
2023-04-23,60743.28638068799
2023-04-24,61621.156541233446
2023-04-25,59303.06404168556
2023-04-26,58208.45622839838
2023-04-27,56566.42498193041
2023-04-28,54440.91911216857
2023-04-29,54892.853980078486
2023-04-30,62389.88547501549
2023-05-01,63185.11423383178
2023-05-02,60771.284773488114
2023-05-03,59573.06914609094
2023-05-04,57824.937304986306
2023-05-05,55596.18509866572
2023-05-06,55952.860213866064
2023-05-07,63367.35902543829
2023-05-08,64096.96588476002
2023-05-09,61637.904805211954
2023-05-10,60417.49791813163
2023-05-11,58671.93698152804
2023-05-12,56471.24215168506
2023-05-13,56881.1507282914
2023-05-14,64372.710237411535
2023-05-15,65200.847761079625
2023-05-16,62858.48480196265
2023-05-17,61768.790355173434
2023-05-18,60163.075782391155
2023-05-19,58105.90210390121
2023-05-20,58657.13801981828
2023-05-21,66281.73795235231
2023-05-22,67228.50642110295
2023-05-23,64984.412088118115
2023-05-24,63967.03801455217
2023-05-25,62402.6656033554
2023-05-26,60351.55691620869
2023-05-27,60870.16812438934
2023-05-28,68421.05838013915
2023-05-29,69251.75611648937
2023-05-30,66849.14264548486
2023-05-31,65631.93707680689
2023-06-01,63828.77854215182
2023-06-02,61503.47000671268
2023-06-03,61717.1171239434
2023-06-04,68937.92820659404
2023-06-05,69419.94015340881
2023-06-06,66657.23400050233
2023-06-07,65076.228779995465
2023-06-08,62913.55506081673
2023-06-09,60241.07841583913
2023-06-10,60127.81263468177
2023-06-11,67049.49533254182
2023-06-12,67267.09739202236
2023-06-13,64280.836329046564
2023-06-14,62522.28832199538
2023-06-15,60232.105807705884
2023-06-16,57484.91557315738
2023-06-17,57351.14131097716
2023-06-18,64306.5260210851
2023-06-19,64610.62767668708
2023-06-20,61760.85895866119
2023-06-21,60184.66536478016
2023-06-22,58117.34698117268
2023-06-23,55627.096236729616
2023-06-24,55776.991625467075
2023-06-25,63034.718284507595
2023-06-26,63651.283213515584
2023-06-27,61115.28978073408
2023-06-28,59845.35916322687
2023-06-29,58068.19706268651
2023-06-30,55843.8709858431
2023-07-01,56228.03116234425
2023-07-02,63681.83939678944
2023-07-03,64450.86756526545
2023-07-04,62019.52502104637
2023-07-05,60803.59803142535
2023-07-06,59028.39605263897
2023-07-07,56754.06769549522
2023-07-08,57037.81819252326
2023-07-09,64343.79261736134
2023-07-10,64921.887742768784
2023-07-11,62262.05417238031
2023-07-12,60786.67536650456
2023-07-13,58728.522900473894
2023-07-14,56155.856243327995
2023-07-15,56134.40505258865
2023-07-16,63137.00499312552
2023-07-17,63422.15710247055
2023-07-18,60488.07964513453
2023-07-19,58764.84634416806
2023-07-20,56492.117345089675
2023-07-21,53744.03776032253
2023-07-22,53591.047701749165
2023-07-23,60509.3798987075
2023-07-24,60759.5190399894
2023-07-25,57840.19480142277
2023-07-26,56180.504280393056
2023-07-27,54017.67077842201
2023-07-28,51422.0131017297
2023-07-29,51458.86735764465
2023-07-30,58598.234216038705
2023-07-31,59093.4215347288
2023-08-01,56435.24907838833
2023-08-02,55044.40497678937
2023-08-03,53149.45411813701
2023-08-04,50812.065425600376
2023-08-05,51089.19250428702
2023-08-06,58442.97308589654
2023-08-07,59119.60979332509
2023-08-08,56603.79195961933
2023-08-09,55311.24173567248
2023-08-10,53466.879043418776
2023-08-11,51130.167620715234
2023-08-12,51357.3730199943
2023-08-13,58611.495547128936
2023-08-14,59141.13948103099
2023-08-15,56434.87842312476
2023-08-16,54913.70142334871
2023-08-17,52809.037112205195
2023-08-18,50187.92194471172
2023-08-19,50115.04835751379
2023-08-20,57387.26314955374
2023-08-21,57937.77685555724
2023-08-22,55264.66564626748
2023-08-23,53798.24356899354
2023-08-24,51778.817356253414
2023-08-25,49281.59617545328
2023-08-26,49378.49954815249
2023-08-27,56547.63923399239
2023-08-28,57051.749304007186
2023-08-29,54392.13684362818
2023-08-30,53000.749867873434
2023-08-31,51117.87061588559
2023-09-01,48817.009954332585
2023-09-02,49166.746723108314
2023-09-03,56640.287095357075
2023-09-04,57494.01614630828
2023-09-05,55221.610787918136
2023-09-06,54246.30620889509
2023-09-07,52798.81850981541
2023-09-08,50942.492905381645
2023-09-09,51735.41427076946
2023-09-10,59640.24754863293
2023-09-11,60903.07237131352
2023-09-12,59007.773153847156
2023-09-13,58368.569059032525
2023-09-14,57208.17916859211
2023-09-15,55583.18546854389
2023-09-16,56546.32444504549
2023-09-17,64556.46977937392
2023-09-18,65857.56656283139
2023-09-19,63933.07555938508
2023-09-20,63198.510469441695
2023-09-21,61879.56340209473
2023-09-22,60037.38235908837
2023-09-23,60730.734007187035
2023-09-24,68425.81792144041
2023-09-25,69374.99751884167
2023-09-26,67071.01197617204
2023-09-27,65939.25865158942
2023-09-28,64215.64839607644
2023-09-29,61971.60514289921
2023-09-30,62275.95082679419
2023-10-01,69604.44955894396
2023-10-02,70218.28376908804
2023-10-03,67618.03363712483
2023-10-04,66235.75570052704
2023-10-05,64312.668550721995
2023-10-06,61924.02153939627
2023-10-07,62140.890961173354
2023-10-08,69439.67984243545
2023-10-09,70080.59498411734
2023-10-10,67561.67222829569
2023-10-11,66310.94421255322
2023-10-12,64564.25568249006
2023-10-13,62390.2983124382
2023-10-14,62852.604517902124
2023-10-15,70419.27054620229
2023-10-16,71341.67596007927
2023-10-17,69108.76345443587
2023-10-18,68139.46594795324
2023-10-19,66660.77861857157
2023-10-20,64733.040564921575
2023-10-21,65412.158652519574
2023-10-22,73159.53744571065
2023-10-23,74220.9766762857
2023-10-24,72155.10341476584
2023-10-25,71303.88205849797
2023-10-26,69892.77725579501
2023-10-27,67982.05286197826
2023-10-28,68628.97928150887
2023-10-29,76297.70604132605
2023-10-30,77238.06317984521
2023-10-31,74939.85384637989
2023-11-01,73825.22552258053
2023-11-02,72126.6199895054
2023-11-03,69911.87107297475
2023-11-04,70246.18883074638
2023-11-05,77601.8017473236
2023-11-06,78236.52737402817
2023-11-07,75647.84060377134
2023-11-08,74265.03352632432
2023-11-09,72326.97306983426
2023-11-10,69907.03091453701
2023-11-11,70074.92900907945
2023-11-12,77306.27600156811
2023-11-13,77861.06774560797
2023-11-14,75237.72269395048
2023-11-15,73865.24660993049
2023-11-16,71981.03214110008
2023-11-17,69655.86596236518
2023-11-18,69955.88398375665
2023-11-19,77352.2461365591
2023-11-20,78099.79925729832
2023-11-21,75691.29354497016
2023-11-22,74549.74115474944
2023-11-23,72906.41625691252
2023-11-24,70826.06289579808
2023-11-25,71369.04480923653
2023-11-26,79001.20261937947
2023-11-27,79972.68122886348
2023-11-28,77772.28780191687
2023-11-29,76819.96454199664
2023-11-30,75344.87211808587
2023-12-01,73410.64757721673
2023-12-02,74077.56946011097
2023-12-03,81812.39518337412
2023-12-04,82867.1342785247
2023-12-05,80733.31970511653
2023-12-06,79834.36430758686
2023-12-07,78403.50206109876
2023-12-08,76508.88255314075
2023-12-09,77215.5567016295
2023-12-10,84995.12457011334
2023-12-11,86104.31500173185
2023-12-12,84039.0655674926
2023-12-13,83226.69613040387
2023-12-14,81903.68166560172
2023-12-15,80140.59835474717
2023-12-16,81003.98593377284
2023-12-17,88965.90138318179
2023-12-18,90282.43703108818
2023-12-19,88447.77392547824
2023-12-20,87886.36507690042
2023-12-21,86830.75440229467
2023-12-22,85346.60446219756
2023-12-23,86494.67394735856
2023-12-24,94740.51694093694
2023-12-25,96333.17300982226
2023-12-26,94759.41412676664
2023-12-27,94436.13747300293
2023-12-28,93588.40386633675
2023-12-29,91875.22913243202
2023-12-30,92750.1594332494
2023-12-31,100672.80267346404
2024-01-01,101887.17201698018
2024-01-02,99876.10491579153
2024-01-03,99053.80069192826
2024-01-04,97643.97183040125
2024-01-05,95705.17193936938
2024-01-06,96293.03204043965
2024-01-07,103870.16904247682
2024-01-08,104685.02864935654
2024-01-09,102226.2234777736
2024-01-10,100914.95194937254
2024-01-11,98982.99606954999
2024-01-12,96497.86502145421
2024-01-13,96524.82111596568
2024-01-14,103536.55759830467
2024-01-15,103791.7968164935
2024-01-16,100789.3762134916
2024-01-17,98960.41463022922
2024-01-18,96546.06399600867
2024-01-19,93622.42013829686
2024-01-20,93262.33570069275
2024-01-21,99944.91057642567
2024-01-22,99933.93355809564
2024-01-23,96731.84699983311
2024-01-24,94771.83032794145
2024-01-25,92295.50974324848
2024-01-26,89377.86896688023
2024-01-27,89089.10395913904
2024-01-28,95904.19578295253
2024-01-29,96081.47293649602
2024-01-30,93116.7315034825
2024-01-31,91435.50453852289
2024-02-01,89270.9827685991
2024-02-02,86689.1555092566
2024-02-03,86750.90825271184
2024-02-04,93921.84429414987
2024-02-05,94451.09477915242
2024-02-06,91825.67864076127
2024-02-07,90462.99722441992
2024-02-08,88588.95950992164
2024-02-09,86263.30128219376
2024-02-10,86541.82994171779
2024-02-11,93886.35846970975
2024-02-12,94543.59010096735
2024-02-13,91999.51344162227
2024-02-14,90671.89224138627
2024-02-15,88788.3462948894
2024-02-16,86411.58852110022
2024-02-17,86601.55268492301
2024-02-18,93825.17903914084
2024-02-19,94335.1240775399
2024-02-20,91623.9595088281
2024-02-21,90116.45060705951
2024-02-22,88047.41675642585
2024-02-23,85486.74579062579
2024-02-24,85501.30315903279
2024-02-25,92564.50958815597
2024-02-26,92934.85945687647
2024-02-27,90109.95048351739
2024-02-28,88518.61967345916
2024-02-29,86398.69230316018
2024-03-01,83821.91855461747
2024-03-02,83855.84081685981
2024-03-03,90973.36622708634
2024-03-04,91431.31647194532
2024-03-05,88724.52416156659
2024-03-06,87278.06839437716
2024-03-07,85325.15299067131
2024-03-08,82932.19784631916
2024-03-09,83160.88152534587
2024-03-10,90477.90418156664
2024-03-11,91133.73693023626
2024-03-12,88616.92084384165
2024-03-13,87346.50199854604
2024-03-14,85550.09999063156
2024-03-15,83289.17462924283
2024-03-16,83621.22366456085
2024-03-17,91009.67602230338
2024-03-18,91702.74282336586
2024-03-19,89187.78640888291
2024-03-20,87883.79181761101
2024-03-21,86019.43718374294
2024-03-22,83658.3278640636
2024-03-23,83861.128301277
2024-03-24,91095.35824889701
2024-03-25,91614.11872775767
2024-03-26,88910.3118665729
2024-03-27,87408.94372174378
2024-03-28,85345.01176813697
2024-03-29,82788.54750606642
2024-03-30,82806.55406870283
2024-03-31,89872.61139487488
2024-04-01,90245.42015704254
2024-04-02,87422.8541219762
2024-04-03,85834.11510090929
2024-04-04,83717.4966278641
2024-04-05,81145.33050838012
2024-04-06,81185.85896095414
2024-04-07,88312.80680950078
2024-04-08,88783.92581098119
2024-04-09,86095.08066519476
2024-04-10,84672.46971501925
2024-04-11,82750.48434592274
2024-04-12,80396.77818349155
2024-04-13,80674.28494785482
2024-04-14,88050.9548606391
2024-04-15,88778.47656685484
2024-04-16,86346.54859512034
2024-04-17,85175.28761050652
2024-04-18,83493.27165888123
2024-04-19,81362.783815941
2024-04-20,81841.98971193568
2024-04-21,89394.81390351655
2024-04-22,90269.77774512972
2024-04-23,87954.35922087586
2024-04-24,86867.45928488403
2024-04-25,85237.4711433684
2024-04-26,83127.51712035626
2024-04-27,83597.58682687696
2024-04-28,91114.34286552761
2024-04-29,91929.858959342
2024-04-30,89535.85410863222
2024-05-01,88356.01127913364
2024-05-02,86623.881700911
2024-05-03,84407.94461596613
2024-05-04,84773.56178085666
2024-05-05,92192.59876226918
2024-05-06,92921.98376119422
2024-05-07,90457.77327736157
2024-05-08,89227.31850950382
2024-05-09,87467.03848093339
2024-05-10,85247.37400226032
2024-05-11,85634.66528212634
2024-05-12,93100.72784743804
2024-05-13,93901.39916665734
2024-05-14,91530.6259254596
2024-05-15,90412.68544144648
2024-05-16,88780.04576078021
2024-05-17,86698.43610218706
2024-05-18,87228.86708237852
2024-05-19,94837.37117507865
2024-05-20,95773.73087978677
2024-05-21,93525.7590687616
2024-05-22,92511.7191191406
2024-05-23,90958.38327080778
2024-05-24,88926.29473440156
2024-05-25,89471.96699069766
2024-05-26,97057.78507149126
2024-05-27,97930.87114103166
2024-05-28,95577.47435327791
2024-05-29,94415.46890513426
2024-05-30,92672.45595998505
2024-05-31,90411.03321344894
2024-06-01,90690.96486197851
2024-06-02,97979.01718482556
2024-06-03,98527.72357555883
2024-06-04,95829.64157440944
2024-06-05,94309.68938769482
2024-06-06,92203.06202535848
2024-06-07,89580.29604968918
2024-06-08,89509.22153058916
2024-06-09,96464.57269861213
2024-06-10,96706.52767317447
2024-06-11,93734.74642840918
2024-06-12,91980.50096710202
2024-06-13,89684.40399892868
2024-06-14,86921.31077703406
2024-06-15,86762.13767438225
2024-06-16,93683.37315071558
2024-06-17,93945.55469213723
2024-06-18,91047.28303463638
2024-06-19,89417.3686651699
2024-06-20,87292.61675667694
2024-06-21,84742.82388433602
2024-06-22,84832.72766309572
2024-06-23,92031.68144472323
2024-06-24,92592.32317022451
2024-06-25,90004.80435353005
2024-06-26,88689.16815860798
2024-06-27,86873.37616898875
2024-06-28,84618.55030434445
2024-06-29,84981.16399481789
2024-06-30,92422.94779015737
2024-07-01,93189.77180925204
2024-07-02,90766.06478486002
2024-07-03,89567.35309477217
2024-07-04,87818.41462593802
2024-07-05,85578.61013227205
2024-07-06,85904.1234780014
2024-07-07,93257.87438212628
2024-07-08,93888.36571805862
2024-07-09,91284.02599500991
2024-07-10,89865.63248859048
2024-07-11,87864.31309178527
2024-07-12,85346.6938309461
2024-07-13,85376.9286613014
2024-07-14,92426.38117100514
2024-07-15,92752.22687973107
2024-07-16,89851.54381839151
2024-07-17,88153.48414192756
2024-07-18,85897.03214405371
2024-07-19,83155.92271761278
2024-07-20,83000.46356807515
2024-07-21,89907.03690041613
2024-07-22,90136.55457514261
2024-07-23,87188.43879264007
2024-07-24,85492.7243607602
2024-07-25,83287.79005066773
